ID Cliente,Nombre Completo,Genero,Edad,Estado,Tipo de empleo,Fecha de Inicio,Balance,Estado Civil,Ultimo grado de estudios,Credito vivienda,Otro credito,Forma de contacto,Impago en credito
876,Genevra Rodgers,Mujer,35,Texas,Empleado,14/06/2020,"$27,704.72",Casado,Universidad,No,No,Correo,No
877,Brear Garcia,Mujer,34,Texas,Empleado,14/06/2020,"$78,733.00",Casado,Preparatoria,No,No,Correo,No
878,Louisa Brewer,Mujer,22,Texas,Empleado,15/06/2020,"$28,673.90",Soltero,Preparatoria,No,No,Correo,No
879,Giffard Rose,Hombre,31,Texas,Empleado,15/06/2020,"$38,424.43",Soltero,Universidad,No,Si,Correo,No
880,Letta May,Mujer,31,Texas,Obrero,15/06/2020,"$18,741.15",Soltero,Preparatoria,Si,Si,Domicilio,No
881,Andreana Weaver,Mujer,38,Texas,Obrero,15/06/2020,"$45,598.57",Soltero,Universidad,No,No,Correo,Si
882,Frazier Gibson,Hombre,23,Texas,Empleado,15/06/2020,"$13,247.21",Soltero,Universidad,Si,No,Celular,No
883,Dela Horton,Mujer,42,Texas,Empleado,15/06/2020,"$43,643.60",Divorciado,Basica,Si,No,Correo,No
884,Dorine Rogers,Mujer,24,Texas,Empleado,15/06/2020,"$43,674.96",Casado,Basica,Si,No,Celular,No
885,Jeanna Silva,Mujer,45,Texas,Empleado,15/06/2020,"$32,786.61",Casado,Basica,No,No,Correo,No
886,Gerold Lindsey,Hombre,54,Nevada,Obrero,15/06/2020,"$54,685.39",Casado,Universidad,No,Si,Correo,No
887,Laural Rodgers,Mujer,38,Nevada,Otro,15/06/2020,"$18,195.36",Casado,Basica,Si,No,Domicilio,Si
888,Sam Garcia,Mujer,26,Arizona,Empleado,15/06/2020,"$56,319.48",Casado,Universidad,Si,No,Domicilio,No
889,Hans Franklin,Hombre,37,Texas,Empleado,16/06/2020,"$47,969.21",Casado,Basica,Si,No,Domicilio,No
890,Haleigh Lindsey,Hombre,26,Texas,Obrero,16/06/2020,"$82,262.36",Casado,Preparatoria,Si,Si,Correo,No
891,Julie Munoz,Mujer,32,Texas,Otro,16/06/2020,"$54,521.16",Casado,Basica,No,Si,Celular,No
892,Dudley Malone,Hombre,27,Texas,Empleado,16/06/2020,"$42,463.88",Soltero,Preparatoria,No,Si,Correo,No
893,Luana Silva,Mujer,41,Texas,Empleado,16/06/2020,"$12,678.66",Soltero,Preparatoria,No,No,Correo,Si
894,Tabbi Hodges,Mujer,39,Texas,Otro,16/06/2020,"$51,491.52",Soltero,Universidad,Si,No,Correo,No
895,Dahlia Warren,Mujer,33,Texas,Empleado,16/06/2020,"$19,795.00",Casado,Preparatoria,Si,No,Correo,No
896,Laurens Carr,Hombre,59,Nevada,Obrero,16/06/2020,"$22,242.09",Casado,Universidad,Si,No,Correo,No
897,Michale Rodgers,Hombre,49,Nevada,Obrero,16/06/2020,"$72,017.04",Soltero,Universidad,No,No,Correo,No
898,Dagmar Hodges,Mujer,47,Texas,Empleado,17/06/2020,"$25,965.13",Casado,Universidad,Si,Si,Correo,No
899,Toby Adkins,Mujer,40,Texas,Obrero,17/06/2020,"$29,541.21",Casado,Basica,Si,No,Correo,No
900,Teressa Morales,Mujer,34,Texas,Empleado,17/06/2020,"$16,764.48",Divorciado,Otro,Si,No,Domicilio,No
901,Sophi Cross,Mujer,38,Texas,Empleado,17/06/2020,"$113,376.88",Soltero,Universidad,No,No,Correo,No
902,Konstantin Nunez,Hombre,37,Texas,Empleado,17/06/2020,"$45,706.03",Soltero,Preparatoria,Si,No,Correo,No
903,Prent Lindsey,Hombre,43,Nevada,Otro,17/06/2020,"$22,786.10",Soltero,Universidad,No,Si,Correo,No
904,Merry Weaver,Hombre,52,Nevada,Obrero,17/06/2020,"$59,441.39",Casado,Preparatoria,Si,No,Correo,No
905,Angelique Page,Mujer,29,Arizona,Otro,17/06/2020,"$18,018.58",Casado,Preparatoria,No,No,Correo,No
906,Kerri Lindsey,Mujer,31,Texas,Empleado,18/06/2020,"$25,381.04",Soltero,Universidad,No,No,Correo,Si
907,Bradly Beck,Hombre,47,Texas,Empleado,18/06/2020,"$85,168.15",Casado,Basica,Si,No,Correo,No
908,Griffin Jones,Hombre,31,Texas,Empleado,18/06/2020,"$34,407.94",Casado,Preparatoria,No,No,Domicilio,No
909,Hannis Garcia,Mujer,44,Nevada,Otro,18/06/2020,"$91,139.07",Soltero,Universidad,No,No,Correo,No
910,Gaspar Ramos,Hombre,43,Nevada,Obrero,18/06/2020,"$29,088.18",Casado,Universidad,Si,Si,Domicilio,No
911,Ellis Fuller,Hombre,48,Nevada,Otro,18/06/2020,"$1,533.48",Casado,Universidad,No,Si,Domicilio,No
912,Bill Perez,Hombre,56,Nevada,Otro,18/06/2020,"$41,391.55",Casado,Basica,No,No,Domicilio,No
913,Godfrey Ryan,Hombre,39,Arizona,Obrero,18/06/2020,"$55,240.18",Soltero,Preparatoria,Si,No,Domicilio,No
914,Dode Rogers,Mujer,25,Florida,Obrero,18/06/2020,"$169,449.55",Casado,Preparatoria,No,No,Correo,No
915,Fidelia Boone,Mujer,26,Florida,Otro,18/06/2020,"$50,369.34",Divorciado,Universidad,No,No,Correo,No
916,Porter Jensen,Hombre,35,Florida,Empleado,18/06/2020,"$92,035.13",Casado,Universidad,Si,No,Correo,No
917,Benedetta Silva,Mujer,34,Texas,Otro,19/06/2020,"$53,370.85",Casado,Universidad,No,No,Domicilio,No
918,Debee Floyd,Mujer,24,Texas,Empleado,19/06/2020,"$46,148.15",Soltero,Universidad,No,No,Correo,No
919,Georgianna Davis,Mujer,28,Texas,Empleado,19/06/2020,"$78,487.24",Casado,Universidad,Si,No,Correo,No
920,Cletus Vega,Hombre,23,Texas,Otro,19/06/2020,"$58,048.67",Casado,Universidad,Si,No,Domicilio,No
921,Michel Olson,Hombre,43,Texas,Empleado,19/06/2020,"$26,178.30",Soltero,Preparatoria,No,No,Correo,No
922,Darda Reid,Mujer,30,Texas,Empleado,19/06/2020,"$85,439.22",Casado,Preparatoria,Si,No,Correo,No
923,Astrix Franklin,Mujer,40,Texas,Empleado,19/06/2020,"$69,496.66",Casado,Universidad,No,No,Correo,No
924,Nessa Franklin,Mujer,60,Nevada,Otro,19/06/2020,"$71,782.16",Casado,Universidad,Si,No,Domicilio,No
925,Cyrill Fuller,Hombre,34,Texas,Empleado,20/06/2020,"$7,315.66",Casado,Basica,No,No,Correo,No
926,Darwin Tucker,Hombre,49,Texas,Empleado,20/06/2020,"$56,640.55",Casado,Basica,Si,No,Domicilio,No
927,Doro Reynolds,Mujer,37,Texas,Empleado,20/06/2020,"$103,407.81",Casado,Basica,Si,No,Correo,No
928,Kip Williams,Hombre,30,Texas,Empleado,20/06/2020,"$19,079.58",Divorciado,Universidad,Si,No,Domicilio,No
929,Teddi Cross,Mujer,35,Texas,Empleado,20/06/2020,"$27,315.79",Divorciado,Preparatoria,Si,Si,Domicilio,No
930,Jacki Jennings,Mujer,35,Texas,Empleado,20/06/2020,"$20,339.48",Divorciado,Universidad,Si,No,Domicilio,No
931,Avie Olson,Mujer,42,Texas,Empleado,20/06/2020,"$23,832.51",Casado,Basica,Si,No,Correo,No
932,Dara Becker,Mujer,30,Texas,Empleado,20/06/2020,"$12,844.72",Casado,Universidad,Si,No,Correo,No
933,Quillan Mccormick,Hombre,32,Texas,Obrero,20/06/2020,"$22,790.51",Divorciado,Preparatoria,No,Si,Correo,No
934,Winonah Davis,Mujer,35,Texas,Empleado,20/06/2020,"$12,909.00",Casado,Universidad,Si,No,Domicilio,No
935,Terrianne Bass,Mujer,32,Texas,Otro,20/06/2020,"$39,152.84",Casado,Universidad,Si,No,Domicilio,No
936,Michaeline Franklin,Mujer,36,Texas,Empleado,20/06/2020,"$8,854.43",Casado,Basica,No,No,Correo,No
937,Madella Cross,Mujer,28,Texas,Obrero,20/06/2020,"$7,300.48",Divorciado,Preparatoria,No,Si,Correo,No
938,Matthus Ryan,Hombre,52,Nevada,Obrero,20/06/2020,"$34,012.27",Casado,Universidad,Si,No,Domicilio,No
939,Davis Jennings,Hombre,42,Nevada,Otro,20/06/2020,"$62,293.97",Casado,Universidad,Si,No,Domicilio,No
940,Cyril Francis,Hombre,58,Nevada,Obrero,20/06/2020,"$30,972.30",Casado,Preparatoria,No,No,Correo,No
941,Mitchel Nunez,Hombre,48,Nevada,Obrero,20/06/2020,"$4,923.12",Divorciado,Otro,No,No,Correo,Si
942,Garwin Brewer,Hombre,40,Nevada,Empleado,20/06/2020,"$33,299.30",Casado,Preparatoria,Si,No,Correo,Si
943,Clea Ryan,Mujer,47,Nevada,Otro,20/06/2020,"$34,110.15",Casado,Preparatoria,Si,No,Correo,No
944,Fredric Chandler,Hombre,47,Nevada,Otro,20/06/2020,"$13,838.37",Casado,Universidad,No,No,Domicilio,No
945,Pryce Boone,Hombre,62,Nevada,Obrero,20/06/2020,"$27,814.94",Casado,Universidad,No,No,Correo,Si
946,Melvyn Francis,Hombre,53,Nevada,Obrero,20/06/2020,"$15,040.63",Casado,Universidad,No,No,Correo,Si
947,Alanna Silva,Mujer,56,Nevada,Otro,20/06/2020,"$119,957.88",Casado,Preparatoria,No,No,Correo,No
948,Karee Potter,Mujer,53,Nevada,Empleado,20/06/2020,"$52,777.67",Soltero,Universidad,Si,No,Domicilio,No
949,Gifford Franklin,Hombre,50,Nevada,Otro,20/06/2020,"$2,713.01",Soltero,Otro,Si,No,Correo,No
950,Barret Weaver,Hombre,55,Nevada,Obrero,20/06/2020,"$14,367.87",Divorciado,Universidad,No,No,Correo,No
951,Mahesh Chandler,Hombre,36,Arizona,Obrero,20/06/2020,"$55,824.34",Divorciado,Universidad,No,No,Correo,No
952,Aime Horton,Mujer,40,Arizona,Empleado,20/06/2020,"$25,082.75",Casado,Preparatoria,No,Si,Correo,No
953,Marlin Lindsey,Hombre,41,Arizona,Obrero,20/06/2020,"$83,192.90",Casado,Universidad,No,No,Celular,No
954,Henderson Beck,Hombre,33,Arizona,Empleado,20/06/2020,"$50,837.61",Soltero,Preparatoria,No,No,Correo,No
955,Abraham Franklin,Hombre,41,Florida,Empleado,20/06/2020,"$53,991.48",Divorciado,Otro,Si,No,Correo,No
956,Marice Warren,Mujer,22,Florida,Empleado,20/06/2020,"$20,821.28",Soltero,Preparatoria,Si,No,Correo,No
957,Derby Jensen,Hombre,38,Texas,Otro,21/06/2020,"$74,499.94",Soltero,Universidad,No,No,Correo,No
958,Natale Silva,Hombre,33,Texas,Empleado,21/06/2020,"$62,593.49",Divorciado,Otro,Si,No,Domicilio,No
959,Beulah Munoz,Mujer,26,Texas,Obrero,21/06/2020,"$26,544.04",Soltero,Universidad,No,No,Domicilio,No
960,Jeanine Horton,Mujer,36,Texas,Empleado,21/06/2020,"$35,685.93",Soltero,Preparatoria,Si,No,Correo,No
961,Rosina Rogers,Mujer,49,Nevada,Otro,21/06/2020,"$26,514.63",Casado,Universidad,Si,Si,Correo,No
962,Jefferey Thompson,Hombre,50,Nevada,Obrero,21/06/2020,"$45,231.12",Casado,Universidad,Si,No,Correo,No
963,Jermayne Peterson,Hombre,56,Nevada,Otro,21/06/2020,"$56,561.97",Casado,Universidad,No,Si,Correo,No
964,Jillian Meyer,Mujer,59,Nevada,Obrero,21/06/2020,"$34,133.27",Soltero,Universidad,Si,No,Domicilio,No
965,Herby Horton,Hombre,52,Nevada,Obrero,21/06/2020,"$35,682.39",Divorciado,Basica,No,No,Correo,No
966,Zaneta Wong,Mujer,38,Arizona,Obrero,21/06/2020,"$27,508.25",Soltero,Preparatoria,No,No,Correo,Si
967,Farand Brewer,Mujer,42,Arizona,Empleado,21/06/2020,"$58,988.78",Casado,Universidad,No,No,Domicilio,No
968,Filmore Rodgers,Hombre,38,Texas,Empleado,22/06/2020,"$21,964.46",Casado,Universidad,Si,Si,Correo,No
969,Lyndel Ramos,Mujer,21,Texas,Empleado,22/06/2020,"$97,011.64",Soltero,Preparatoria,No,No,Correo,No
970,Roxana Horton,Mujer,32,Texas,Empleado,22/06/2020,"$19,349.18",Casado,Basica,No,No,Celular,No
971,Gerald Glover,Hombre,23,Texas,Empleado,22/06/2020,"$32,666.10",Casado,Basica,Si,No,Correo,Si
972,Elijah Carr,Hombre,32,Texas,Empleado,23/06/2020,"$87,895.09",Casado,Universidad,Si,No,Correo,No
973,Joella Meyer,Mujer,25,Texas,Otro,23/06/2020,"$79,642.64",Soltero,Universidad,Si,No,Domicilio,No
974,Israel Silva,Hombre,58,Nevada,Otro,23/06/2020,"$13,731.49",Soltero,Universidad,Si,No,Correo,No
975,Lenard Malone,Hombre,43,Nevada,Obrero,23/06/2020,"$74,112.70",Casado,Basica,Si,No,Correo,No
976,Sharline Fuller,Mujer,61,Nevada,Otro,23/06/2020,"$78,866.34",Soltero,Universidad,No,No,Correo,Si
977,Maddalena Ryan,Mujer,43,Nevada,Otro,23/06/2020,"$27,114.93",Divorciado,Universidad,No,No,Domicilio,No
978,Dulcea Bass,Mujer,45,Arizona,Empleado,23/06/2020,"$18,380.55",Casado,Preparatoria,No,No,Correo,No
979,Murdoch Reid,Hombre,28,Arizona,Empleado,23/06/2020,"$27,649.87",Divorciado,Preparatoria,No,No,Correo,No
980,Jordan Rodgers,Hombre,19,Texas,Empleado,24/06/2020,"$68,414.60",Divorciado,Basica,No,No,Domicilio,No
981,Jenny Tucker,Mujer,31,Texas,Otro,24/06/2020,"$72,506.33",Divorciado,Preparatoria,Si,No,Domicilio,Si
982,Nance Bowman,Mujer,34,Texas,Empleado,24/06/2020,"$99,352.31",Soltero,Universidad,Si,No,Correo,No
983,Dasi Hill,Mujer,37,Nevada,Otro,24/06/2020,"$50,263.55",Casado,Universidad,Si,No,Domicilio,No
984,Malinda Silva,Mujer,57,Nevada,Otro,24/06/2020,"$62,900.51",Divorciado,Universidad,No,No,Correo,No
985,Batholomew Jennings,Hombre,56,Nevada,Obrero,24/06/2020,"$44,525.75",Casado,Preparatoria,No,No,Correo,Si
986,Eric Beck,Hombre,56,Nevada,Obrero,24/06/2020,"$25,353.40",Divorciado,Universidad,No,Si,Celular,No
987,Rice Warren,Hombre,42,Nevada,Obrero,24/06/2020,"$7,713.33",Divorciado,Preparatoria,Si,No,Domicilio,No
988,Kimmi Silva,Mujer,39,Florida,Empleado,24/06/2020,"$110,162.09",Soltero,Universidad,No,Si,Correo,No
989,Filide Morales,Mujer,34,Texas,Otro,25/06/2020,"$44,455.21",Soltero,Preparatoria,No,No,Correo,No
990,Daffy Perez,Hombre,43,Texas,Obrero,25/06/2020,"$93,460.18",Divorciado,Basica,No,No,Correo,No
991,Blair Warren,Hombre,33,Texas,Empleado,25/06/2020,"$3,359.51",Casado,Preparatoria,Si,No,Correo,No
992,Ellsworth Daniels,Hombre,43,Nevada,Obrero,25/06/2020,"$71,940.67",Casado,Preparatoria,Si,No,Correo,Si
993,Patrice Munoz,Hombre,33,Arizona,Obrero,25/06/2020,"$84,561.09",Casado,Basica,Si,No,Domicilio,No
994,Levon Munoz,Hombre,35,Arizona,Obrero,25/06/2020,"$67,197.67",Casado,Universidad,Si,No,Correo,No
995,Olive Munoz,Mujer,29,Texas,Otro,26/06/2020,"$82,571.57",Casado,Basica,No,No,Correo,No
996,Freddy Olson,Hombre,34,Texas,Empleado,26/06/2020,"$46,470.18",Casado,Universidad,Si,No,Correo,No
997,Bennie Mullins,Mujer,44,Texas,Empleado,26/06/2020,"$78,052.57",Casado,Universidad,No,No,Correo,No
998,Horace Francis,Hombre,36,Texas,Otro,26/06/2020,"$77,662.12",Soltero,Preparatoria,Si,Si,Correo,No
999,Logan Ellis,Hombre,60,Nevada,Otro,26/06/2020,"$41,049.67",Casado,Universidad,Si,No,Domicilio,No
1000,Blondelle Lindsey,Mujer,29,Florida,Otro,26/06/2020,"$4,185.87",Soltero,Universidad,No,No,Celular,No
1001,Marsha Davis,Mujer,31,Florida,Otro,26/06/2020,"$34,273.01",Casado,Universidad,Si,Si,Correo,No
1002,Rabi Bass,Hombre,29,Texas,Empleado,27/06/2020,"$22,205.07",Soltero,Preparatoria,Si,No,Correo,No
1003,Erina Carr,Mujer,32,Texas,Obrero,27/06/2020,"$12,076.60",Soltero,Universidad,Si,No,Domicilio,No
1004,Leon Malone,Hombre,21,Texas,Empleado,27/06/2020,"$42,883.72",Casado,Preparatoria,Si,No,Domicilio,No
1005,Paulita Boone,Mujer,38,Texas,Empleado,27/06/2020,"$54,098.82",Casado,Universidad,Si,Si,Correo,No
1006,Renae Fuller,Mujer,27,Texas,Obrero,27/06/2020,"$55,672.37",Casado,Preparatoria,Si,No,Correo,No
1007,Kurt Munoz,Hombre,47,Texas,Obrero,27/06/2020,"$9,699.55",Casado,Preparatoria,Si,No,Correo,No
1008,Lester Brewer,Hombre,33,Arizona,Obrero,27/06/2020,"$11,580.63",Soltero,Universidad,Si,No,Domicilio,Si
1009,Kareem Gonzales,Hombre,31,Arizona,Obrero,27/06/2020,"$28,280.48",Casado,Preparatoria,Si,No,Domicilio,No
1010,Twyla Williams,Mujer,36,Arizona,Otro,27/06/2020,"$40,503.42",Casado,Preparatoria,No,No,Domicilio,No
1011,Dugan Floyd,Hombre,39,Texas,Empleado,28/06/2020,"$19,309.52",Soltero,Universidad,No,No,Correo,No
1012,Morse Rogers,Hombre,37,Texas,Obrero,28/06/2020,"$20,555.78",Casado,Basica,Si,No,Domicilio,No
1013,Frederic Silva,Hombre,38,Texas,Empleado,28/06/2020,"$30,334.79",Casado,Universidad,Si,No,Domicilio,No
1014,Dawson Gibson,Hombre,41,Texas,Empleado,28/06/2020,"$83,913.03",Casado,Preparatoria,No,No,Correo,No
1015,Marty Lindsey,Hombre,24,Texas,Empleado,28/06/2020,"$5,693.91",Casado,Universidad,Si,No,Correo,No
1016,Teane Daniels,Mujer,37,Texas,Empleado,28/06/2020,"$27,903.10",Casado,Universidad,Si,No,Domicilio,No
1017,Marin Ramos,Mujer,33,Texas,Empleado,28/06/2020,"$88,953.63",Casado,Universidad,Si,No,Domicilio,No
1018,Shamit Bass,Mujer,32,Texas,Empleado,28/06/2020,"$65,790.63",Casado,Universidad,Si,No,Correo,Si
1019,Kermie Jones,Hombre,60,Nevada,Obrero,28/06/2020,"$61,128.00",Casado,Universidad,No,No,Domicilio,No
1020,Edy Nunez,Mujer,55,Nevada,Otro,28/06/2020,"$30,535.34",Casado,Universidad,Si,No,Correo,Si
1021,Merlina Munoz,Mujer,57,Nevada,Obrero,28/06/2020,"$53,729.57",Casado,Universidad,Si,No,Correo,Si
1022,Nevile Boone,Hombre,38,Florida,Empleado,28/06/2020,"$82,294.87",Casado,Universidad,Si,Si,Domicilio,Si
1023,Benjie Brewer,Hombre,42,Texas,Empleado,29/06/2020,"$58,823.82",Casado,Universidad,Si,No,Domicilio,No
1024,Barri Rodgers,Hombre,36,Texas,Obrero,29/06/2020,"$11,071.91",Casado,Preparatoria,Si,No,Domicilio,No
1025,Jessa Manning,Mujer,40,Texas,Empleado,29/06/2020,"$56,362.36",Casado,Universidad,Si,No,Domicilio,No
1026,Eada Becker,Mujer,25,Texas,Empleado,29/06/2020,"$25,372.99",Casado,Universidad,No,No,Celular,Si
1027,Alyssa Gomez,Mujer,33,Texas,Otro,29/06/2020,"$53,889.52",Casado,Universidad,Si,No,Domicilio,No
1028,Kam Jones,Hombre,46,Texas,Empleado,29/06/2020,"$71,318.36",Soltero,Universidad,No,No,Correo,No
1029,Fanchon Daniels,Mujer,38,Texas,Empleado,29/06/2020,"$25,234.10",Casado,Universidad,Si,Si,Domicilio,No
1030,Adnan Carr,Hombre,58,Nevada,Otro,29/06/2020,"$39,182.12",Casado,Universidad,Si,No,Correo,No
1031,Anna Rodgers,Mujer,48,Nevada,Otro,29/06/2020,"$6,830.85",Casado,Preparatoria,Si,No,Correo,No
1032,Abdul Brewer,Hombre,41,Nevada,Obrero,29/06/2020,"$70,453.33",Soltero,Basica,No,No,Domicilio,No
1033,Karylin Meyer,Mujer,46,Arizona,Empleado,29/06/2020,"$65,498.93",Soltero,Basica,No,No,Domicilio,No
1034,Linus Daniels,Hombre,35,Arizona,Obrero,29/06/2020,"$131,433.09",Soltero,Universidad,Si,No,Correo,No
1035,Lilla Fuller,Mujer,27,Florida,Obrero,29/06/2020,"$52,513.36",Casado,Otro,No,No,Correo,No
1036,Joane Chandler,Mujer,40,Texas,Empleado,30/06/2020,"$2,672.40",Casado,Universidad,Si,No,Correo,No
1037,Rey Morales,Hombre,41,Texas,Otro,30/06/2020,"$62,403.90",Casado,Universidad,Si,No,Domicilio,No
1038,Fidel Silva,Hombre,37,Texas,Empleado,30/06/2020,"$22,325.57",Casado,Preparatoria,Si,No,Domicilio,No
1039,Ariadne Peterson,Mujer,31,Texas,Empleado,30/06/2020,"$28,379.25",Casado,Preparatoria,Si,Si,Domicilio,No
1040,Drew Mack,Hombre,28,Texas,Empleado,30/06/2020,"$47,785.87",Soltero,Universidad,No,No,Correo,No
1041,Grove Glover,Hombre,41,Texas,Empleado,30/06/2020,"$47,895.87",Divorciado,Universidad,Si,No,Correo,Si
1042,Jordon Malone,Hombre,45,Nevada,Obrero,30/06/2020,"$13,791.78",Divorciado,Universidad,Si,Si,Celular,No
1043,Javier Franklin,Hombre,49,Nevada,Obrero,30/06/2020,"$1,119.88",Soltero,Universidad,Si,No,Correo,No
1044,Laurent Horton,Hombre,52,Nevada,Otro,30/06/2020,"$5,487.07",Casado,Universidad,Si,No,Correo,No
1045,Maure Silva,Mujer,51,Nevada,Otro,30/06/2020,"$12,119.09",Casado,Preparatoria,No,No,Correo,No
1046,Powell Horton,Hombre,47,Nevada,Obrero,30/06/2020,"$54,304.58",Casado,Preparatoria,No,No,Correo,No
1047,Regan Gonzales,Mujer,33,Arizona,Otro,30/06/2020,"$17,224.60",Casado,Basica,Si,No,Correo,No
1048,Billy Perez,Hombre,38,Arizona,Empleado,30/06/2020,"$52,996.87",Casado,Universidad,Si,No,Correo,No
1049,Janaye Perez,Mujer,30,Texas,Empleado,01/07/2020,"$52,644.54",Casado,Universidad,No,No,Correo,Si
1050,Alley Meyer,Hombre,30,Texas,Empleado,01/07/2020,"$29,293.85",Casado,Universidad,Si,No,Correo,No
1051,Lyle Ryan,Hombre,47,Texas,Empleado,01/07/2020,"$17,108.79",Casado,Universidad,No,No,Domicilio,No
1052,Dougie Silva,Hombre,48,Nevada,Obrero,01/07/2020,"$78,654.84",Casado,Universidad,Si,No,Domicilio,No
1053,Conrad Pearson,Hombre,38,Nevada,Obrero,01/07/2020,"$29,245.46",Casado,Universidad,Si,No,Correo,No
1054,Butch Adkins,Hombre,43,Texas,Empleado,02/07/2020,"$39,906.75",Divorciado,Universidad,Si,No,Correo,No
1055,Doretta Manning,Mujer,40,Texas,Empleado,02/07/2020,"$20,364.12",Divorciado,Universidad,Si,No,Correo,No
1056,Gordon Horton,Hombre,36,Texas,Empleado,02/07/2020,"$58,367.33",Soltero,Preparatoria,No,No,Correo,No
1057,Chrystel Meyer,Mujer,26,Texas,Otro,02/07/2020,"$10,324.55",Casado,Universidad,No,No,Celular,Si
1058,Freida Horton,Mujer,36,Texas,Empleado,02/07/2020,"$47,856.19",Soltero,Preparatoria,Si,No,Correo,No
1059,Denys Jennings,Mujer,51,Nevada,Obrero,02/07/2020,"$8,955.51",Casado,Preparatoria,No,No,Correo,No
1060,Cora Gomez,Mujer,46,Nevada,Otro,02/07/2020,"$33,294.63",Casado,Basica,No,No,Celular,No
1061,Leland Lindsey,Hombre,49,Nevada,Otro,02/07/2020,"$65,698.04",Casado,Preparatoria,No,No,Correo,Si
1062,Jeffrey Yates,Hombre,54,Nevada,Otro,02/07/2020,"$15,814.27",Casado,Universidad,No,No,Correo,No
1063,Rhianon Brewer,Mujer,37,Arizona,Empleado,02/07/2020,"$34,333.66",Casado,Universidad,Si,Si,Domicilio,No
1064,Irvin Gonzales,Hombre,42,Arizona,Otro,02/07/2020,"$12,381.88",Casado,Basica,Si,No,Domicilio,No
1065,Pru Munoz,Mujer,30,Texas,Empleado,03/07/2020,"$41,975.99",Divorciado,Universidad,Si,No,Domicilio,No
1066,Julius Silva,Hombre,51,Texas,Empleado,03/07/2020,"$45,232.07",Casado,Preparatoria,Si,No,Correo,No
1067,Gray Rowe,Mujer,28,Texas,Obrero,03/07/2020,"$33,702.90",Casado,Universidad,No,No,Correo,No
1068,Roselyn Glover,Mujer,35,Texas,Obrero,03/07/2020,"$16,600.60",Casado,Universidad,Si,No,Correo,No
1069,Fazeel May,Hombre,57,Nevada,Obrero,03/07/2020,"$59,347.01",Soltero,Universidad,Si,Si,Domicilio,No
1070,Dwight Horton,Hombre,62,Nevada,Obrero,03/07/2020,"$60,961.94",Soltero,Otro,Si,Si,Correo,No
1071,Lancelot Jensen,Hombre,51,Nevada,Empleado,03/07/2020,"$45,205.01",Casado,Universidad,Si,No,Correo,Si
1072,Debor Jensen,Mujer,39,Florida,Otro,03/07/2020,"$90,783.42",Casado,Universidad,Si,No,Correo,No
1073,Ethan May,Hombre,37,Texas,Empleado,04/07/2020,"$15,803.90",Casado,Universidad,Si,No,Domicilio,No
1074,Clemens Jones,Hombre,37,Texas,Empleado,04/07/2020,"$56,960.66",Soltero,Preparatoria,Si,No,Correo,No
1075,Melodie Becker,Mujer,27,Texas,Obrero,04/07/2020,"$28,183.12",Divorciado,Preparatoria,Si,Si,Domicilio,No
1076,Hugo Silva,Hombre,32,Texas,Obrero,04/07/2020,"$93,597.28",Casado,Preparatoria,Si,Si,Domicilio,No
1077,Peter Cross,Hombre,48,Nevada,Otro,04/07/2020,"$45,014.94",Casado,Universidad,No,No,Correo,Si
1078,Husein Nunez,Hombre,47,Nevada,Obrero,04/07/2020,"$63,198.09",Casado,Preparatoria,No,No,Correo,Si
1079,Kane Reid,Hombre,36,Arizona,Obrero,04/07/2020,"$7,522.09",Soltero,Preparatoria,No,No,Correo,No
1080,Hervey Davis,Hombre,44,Arizona,Obrero,04/07/2020,"$40,204.25",Divorciado,Universidad,No,Si,Correo,No
1081,Fern Becker,Mujer,38,Arizona,Empleado,04/07/2020,"$17,955.03",Casado,Universidad,Si,No,Domicilio,No
1082,Ettie Hill,Mujer,32,Florida,Otro,04/07/2020,"$21,373.69",Casado,Universidad,No,No,Correo,No
1083,Nannie Thompson,Mujer,41,Texas,Empleado,05/07/2020,"$89,175.70",Casado,Basica,No,No,Correo,No
1084,Cyb Jensen,Mujer,44,Texas,Empleado,05/07/2020,"$5,206.10",Casado,Basica,No,No,Correo,No
1085,Tilly Becker,Mujer,41,Texas,Empleado,05/07/2020,"$45,972.88",Divorciado,Universidad,Si,No,Domicilio,No
1086,Bo Rodgers,Hombre,47,Nevada,Obrero,05/07/2020,"$1,929.37",Casado,Universidad,Si,No,Correo,Si
1087,Grazia Wong,Mujer,59,Nevada,Otro,05/07/2020,"$39,900.63",Casado,Universidad,No,Si,Correo,No
1088,Preston Perez,Hombre,43,Nevada,Obrero,05/07/2020,"$19,479.27",Casado,Preparatoria,No,No,Correo,No
1089,Avraham Pena,Hombre,36,Texas,Otro,06/07/2020,"$26,666.55",Soltero,Preparatoria,No,No,Correo,No
1090,Riley Bridges,Hombre,25,Texas,Otro,06/07/2020,"$42,285.52",Casado,Basica,No,Si,Correo,No
1091,Carmina Morales,Mujer,45,Texas,Empleado,06/07/2020,"$66,698.72",Soltero,Basica,Si,No,Domicilio,No
1092,Dori Cross,Mujer,35,Texas,Empleado,06/07/2020,"$1,840.66",Casado,Basica,No,No,Correo,No
1093,Farley Lindsey,Hombre,31,Texas,Empleado,06/07/2020,"$73,021.45",Casado,Universidad,Si,No,Correo,No
1094,Dian Munoz,Mujer,30,Texas,Otro,06/07/2020,"$2,920.48",Soltero,Preparatoria,Si,No,Correo,No
